route,locale,audit_status,audit_score,primary_keyword,seo_keywords,current_title,current_h1,current_h2,title_hit,description_hit,h1_hit,h2_hit,body_hit,keyword_density_pct,next_action
/ru/accessories/fc-mesh-100,ru,strong,85,FC-Mesh-100 канал передачи данных БПЛА,FC-Mesh-100 канал передачи данных БПЛА | drone accessories | UAV components | industrial UAV parts,FC-Mesh-100 канал передачи данных БПЛА | N-TET Drone Accessories,FC-Mesh-100 канал передачи данных БПЛА,FC-Mesh-100 канал передачи данных БПЛА Technical Specifications | Запросить решение и КП | Обзор | Технические характеристики | Запросить решение и КП,true,false,true,true,true,0.358,保持当前本地化关键词落地
/ru/accessories/fc-mini-l10tr-smart-optical-pod,ru,strong,100,FC-MiniL10TR электрооптический подвес,FC-MiniL10TR электрооптический подвес | drone accessories | UAV components | industrial UAV parts,FC-MiniL10TR электрооптический подвес | N-TET Drone Accessories,FC-MiniL10TR электрооптический подвес,FC-MiniL10TR электрооптический подвес Technical Specifications | Запросить решение и КП | Обзор | Технические характеристики | Запросить решение и КП,true,true,true,true,true,0.453,保持当前本地化关键词落地
/ru/accessories/fc-pab-propeller,ru,strong,85,Пропеллер БПЛА FC-PAB,Пропеллер БПЛА FC-PAB | drone accessories | UAV components | industrial UAV parts,Пропеллер БПЛА FC-PAB | N-TET Drone Accessories,Пропеллер БПЛА FC-PAB,Пропеллер БПЛА FC-PAB Technical Specifications | Запросить решение и КП | Обзор | Технические характеристики | Запросить решение и КП,true,false,true,true,true,0.398,保持当前本地化关键词落地
/ru/accessories/fc-pad-propeller,ru,strong,85,Пропеллер БПЛА FC-PAD,Пропеллер БПЛА FC-PAD | drone accessories | UAV components | industrial UAV parts,Пропеллер БПЛА FC-PAD | N-TET Drone Accessories,Пропеллер БПЛА FC-PAD,Пропеллер БПЛА FC-PAD Technical Specifications | Запросить решение и КП | Обзор | Технические характеристики | Запросить решение и КП,true,false,true,true,true,0.399,保持当前本地化关键词落地
/ru/accessories/fc-pae-propeller,ru,strong,85,Пропеллер БПЛА FC-PAE,Пропеллер БПЛА FC-PAE | drone accessories | UAV components | industrial UAV parts,Пропеллер БПЛА FC-PAE | N-TET Drone Accessories,Пропеллер БПЛА FC-PAE,Пропеллер БПЛА FC-PAE Technical Specifications | Запросить решение и КП | Обзор | Технические характеристики | Запросить решение и КП,true,false,true,true,true,0.398,保持当前本地化关键词落地
/ru/accessories/fc-pbf-propeller,ru,strong,85,Пропеллер БПЛА FC-PBF,Пропеллер БПЛА FC-PBF | drone accessories | UAV components | industrial UAV parts,Пропеллер БПЛА FC-PBF | N-TET Drone Accessories,Пропеллер БПЛА FC-PBF,Пропеллер БПЛА FC-PBF Technical Specifications | Запросить решение и КП | Обзор | Технические характеристики | Запросить решение и КП,true,false,true,true,true,0.414,保持当前本地化关键词落地
/ru/accessories/fc-rm10x,ru,strong,100,Двигатель БПЛА FC-RM10X,Двигатель БПЛА FC-RM10X | drone accessories | UAV components | industrial UAV parts,Двигатель БПЛА FC-RM10X | N-TET Drone Accessories,Двигатель БПЛА FC-RM10X,Двигатель БПЛА FC-RM10X Technical Specifications | Запросить решение и КП | Обзор | Технические характеристики | Запросить решение и КП,true,true,true,true,true,0.397,保持当前本地化关键词落地
/ru/accessories/fc-rm30,ru,strong,100,Двигатель БПЛА FC-RM30,Двигатель БПЛА FC-RM30 | drone accessories | UAV components | industrial UAV parts,Двигатель БПЛА FC-RM30 | N-TET Drone Accessories,Двигатель БПЛА FC-RM30,Двигатель БПЛА FC-RM30 Technical Specifications | Запросить решение и КП | Обзор | Технические характеристики | Запросить решение и КП,true,true,true,true,true,0.149,保持当前本地化关键词落地
/ru/accessories/fc-sjl-100,ru,strong,85,FC-SJL-100 канал передачи данных БПЛА,FC-SJL-100 канал передачи данных БПЛА | drone accessories | UAV components | industrial UAV parts,FC-SJL-100 канал передачи данных БПЛА | N-TET Drone Accessories,FC-SJL-100 канал передачи данных БПЛА,FC-SJL-100 канал передачи данных БПЛА Technical Specifications | Запросить решение и КП | Обзор | Технические характеристики | Запросить решение и КП,true,false,true,true,true,0.388,保持当前本地化关键词落地
/ru/accessories/fc-sjl-200,ru,strong,85,FC-SJL-200 канал передачи данных БПЛА,FC-SJL-200 канал передачи данных БПЛА | drone accessories | UAV components | industrial UAV parts,FC-SJL-200 канал передачи данных БПЛА | N-TET Drone Accessories,FC-SJL-200 канал передачи данных БПЛА,FC-SJL-200 канал передачи данных БПЛА Technical Specifications | Запросить решение и КП | Обзор | Технические характеристики | Запросить решение и КП,true,false,true,true,true,0.387,保持当前本地化关键词落地
/ru/accessories/fc-sjl-30,ru,strong,85,FC-SJL-30 канал передачи данных БПЛА,FC-SJL-30 канал передачи данных БПЛА | drone accessories | UAV components | industrial UAV parts,FC-SJL-30 канал передачи данных БПЛА | N-TET Drone Accessories,FC-SJL-30 канал передачи данных БПЛА,FC-SJL-30 канал передачи данных БПЛА Technical Specifications | Запросить решение и КП | Обзор | Технические характеристики | Запросить решение и КП,true,false,true,true,true,0.376,保持当前本地化关键词落地
/ru/accessories/fc-sjl-380,ru,strong,85,FC-SJL-380 канал передачи данных БПЛА,FC-SJL-380 канал передачи данных БПЛА | drone accessories | UAV components | industrial UAV parts,FC-SJL-380 канал передачи данных БПЛА | N-TET Drone Accessories,FC-SJL-380 канал передачи данных БПЛА,FC-SJL-380 канал передачи данных БПЛА Technical Specifications | Запросить решение и КП | Обзор | Технические характеристики | Запросить решение и КП,true,false,true,true,true,0.385,保持当前本地化关键词落地
/ru/accessories/fc-sjl-50,ru,strong,85,FC-SJL-50 канал передачи данных БПЛА,FC-SJL-50 канал передачи данных БПЛА | drone accessories | UAV components | industrial UAV parts,FC-SJL-50 канал передачи данных БПЛА | N-TET Drone Accessories,FC-SJL-50 канал передачи данных БПЛА,FC-SJL-50 канал передачи данных БПЛА Technical Specifications | Запросить решение и КП | Обзор | Технические характеристики | Запросить решение и КП,true,false,true,true,true,0.378,保持当前本地化关键词落地
/ru/accessories/fc-u10-pro,ru,strong,85,Полетный контроллер FC-U10-PRO,Полетный контроллер FC-U10-PRO | drone accessories | UAV components | industrial UAV parts,Полетный контроллер FC-U10-PRO | N-TET Drone Accessories,Полетный контроллер FC-U10-PRO,Полетный контроллер FC-U10-PRO Technical Specifications | Запросить решение и КП | Обзор | Технические характеристики | Запросить решение и КП,true,false,true,true,true,0.462,保持当前本地化关键词落地
/ru/accessories/fc-u110,ru,strong,100,Двигатель БПЛА FC-U110,Двигатель БПЛА FC-U110 | drone accessories | UAV components | industrial UAV parts,Двигатель БПЛА FC-U110 | N-TET Drone Accessories,Двигатель БПЛА FC-U110,Двигатель БПЛА FC-U110 Technical Specifications | Запросить решение и КП | Обзор | Технические характеристики | Запросить решение и КП,true,true,true,true,true,0.157,保持当前本地化关键词落地
/ru/accessories/fc-u12,ru,strong,85,Полетный контроллер FC-U12,Полетный контроллер FC-U12 | drone accessories | UAV components | industrial UAV parts,Полетный контроллер FC-U12 | N-TET Drone Accessories,Полетный контроллер FC-U12,Полетный контроллер FC-U12 Technical Specifications | Запросить решение и КП | Обзор | Технические характеристики | Запросить решение и КП,true,false,true,true,true,0.463,保持当前本地化关键词落地
/ru/accessories/fc-u8013,ru,strong,100,Двигатель БПЛА FC-U8013,Двигатель БПЛА FC-U8013 | drone accessories | UAV components | industrial UAV parts,Двигатель БПЛА FC-U8013 | N-TET Drone Accessories,Двигатель БПЛА FC-U8013,Двигатель БПЛА FC-U8013 Technical Specifications | Запросить решение и КП | Обзор | Технические характеристики | Запросить решение и КП,true,true,true,true,true,0.471,保持当前本地化关键词落地
/ru/accessories/fc-u9-ag,ru,strong,85,Аграрный полетный контроллер FC-U9-AG,Аграрный полетный контроллер FC-U9-AG | drone accessories | UAV components | industrial UAV parts,Аграрный полетный контроллер FC-U9-AG | N-TET Drone Accessories,Аграрный полетный контроллер FC-U9-AG,Аграрный полетный контроллер FC-U9-AG Technical Specifications | Запросить решение и КП | Обзор | Технические характеристики | Запросить решение и КП,true,false,true,true,true,0.440,保持当前本地化关键词落地
/ru/accessories/fc-w2u-propeller,ru,strong,85,Пропеллер БПЛА FC-W2U,Пропеллер БПЛА FC-W2U | drone accessories | UAV components | industrial UAV parts,Пропеллер БПЛА FC-W2U | N-TET Drone Accessories,Пропеллер БПЛА FC-W2U,Пропеллер БПЛА FC-W2U Technical Specifications | Запросить решение и КП | Обзор | Технические характеристики | Запросить решение и КП,true,false,true,true,true,0.432,保持当前本地化关键词落地
/ru/accessories/fc-x8030,ru,strong,100,Двигатель БПЛА FC-X8030,Двигатель БПЛА FC-X8030 | drone accessories | UAV components | industrial UAV parts,Двигатель БПЛА FC-X8030 | N-TET Drone Accessories,Двигатель БПЛА FC-X8030,Двигатель БПЛА FC-X8030 Technical Specifications | Запросить решение и КП | Обзор | Технические характеристики | Запросить решение и КП,true,true,true,true,true,0.188,保持当前本地化关键词落地
/ru/accessories/fc-xh14,ru,strong,100,Двигатель БПЛА FC-XH14,Двигатель БПЛА FC-XH14 | drone accessories | UAV components | industrial UAV parts,Двигатель БПЛА FC-XH14 | N-TET Drone Accessories,Двигатель БПЛА FC-XH14,Двигатель БПЛА FC-XH14 Technical Specifications | Запросить решение и КП | Обзор | Технические характеристики | Запросить решение и КП,true,true,true,true,true,0.332,保持当前本地化关键词落地
/ru/accessories/fc-yk15-remote-controller,ru,strong,85,Пульт управления БПЛА FC-YK15,Пульт управления БПЛА FC-YK15 | drone accessories | UAV components | industrial UAV parts,Пульт управления БПЛА FC-YK15 | N-TET Drone Accessories,Пульт управления БПЛА FC-YK15,Пульт управления БПЛА FC-YK15 Technical Specifications | Запросить решение и КП | Обзор | Технические характеристики | Запросить решение и КП,true,false,true,true,true,0.390,保持当前本地化关键词落地
/ru/accessories/fc-yk24-remote-controller,ru,strong,85,Пульт управления БПЛА FC-YK24,Пульт управления БПЛА FC-YK24 | drone accessories | UAV components | industrial UAV parts,Пульт управления БПЛА FC-YK24 | N-TET Drone Accessories,Пульт управления БПЛА FC-YK24,Пульт управления БПЛА FC-YK24 Technical Specifications | Запросить решение и КП | Обзор | Технические характеристики | Запросить решение и КП,true,false,true,true,true,0.347,保持当前本地化关键词落地
/ru/accessories/fc-yk32-remote-controller,ru,strong,85,Пульт управления БПЛА FC-YK32,Пульт управления БПЛА FC-YK32 | drone accessories | UAV components | industrial UAV parts,Пульт управления БПЛА FC-YK32 | N-TET Drone Accessories,Пульт управления БПЛА FC-YK32,Пульт управления БПЛА FC-YK32 Technical Specifications | Запросить решение и КП | Обзор | Технические характеристики | Запросить решение и КП,true,false,true,true,true,0.390,保持当前本地化关键词落地
/ru/accessories/fc-ykrc7-remote-controller,ru,strong,85,Пульт управления БПЛА FC-YKRC7,Пульт управления БПЛА FC-YKRC7 | drone accessories | UAV components | industrial UAV parts,Пульт управления БПЛА FC-YKRC7 | N-TET Drone Accessories,Пульт управления БПЛА FC-YKRC7,Пульт управления БПЛА FC-YKRC7 Technical Specifications | Запросить решение и КП | Обзор | Технические характеристики | Запросить решение и КП,true,false,true,true,true,0.305,保持当前本地化关键词落地
/ru/cases,ru,strong,100,кейсы БПЛА,кейсы БПЛА | патрулирование БПЛА | мониторинг низкой высоты | инспекция БПЛА,Кейсы БПЛА для инспекции и мониторинга | N-TET,Кейсы БПЛА для инспекции и мониторинга,Кейсы БПЛА по регионам и сценариям | Запросить решение и КП | Запросить решение и КП,true,true,true,true,true,0.775,保持当前本地化关键词落地
/ru/cases/anhui-flood-season-uav-patrol,ru,strong,100,Аварийный паводковый патруль БПЛА в Аньхое,Аварийный паводковый патруль БПЛА в Аньхое | N-TET,Аварийный паводковый патруль БПЛА в Аньхое | N-TET,Аварийный паводковый патруль БПЛА в Аньхое,Аварийный паводковый патруль БПЛА в Аньхое Project Overview | Связанное оборудование | Запросить решение и КП | Обзор | Связанное оборудование | Запросить решение и КП,true,true,true,true,true,0.572,保持当前本地化关键词落地
/ru/cases/brazil-refinery-low-altitude-monitoring,ru,strong,85,Проект защиты нефтеперерабатывающего завода в Бразилии от БПЛА,Проект защиты нефтеперерабатывающего завода в Бразилии от БПЛА | N-TET,Проект защиты нефтеперерабатывающего завода в Бразилии от БПЛА | N-TET,Проект защиты нефтеперерабатывающего завода в Бразилии от БПЛА,Проект защиты нефтеперерабатывающего завода в Бразилии от БПЛА Project Overview | Связанное оборудование | Запросить решение и КП | Обзор | Связанное оборудование | Запросить решение и КП,true,false,true,true,true,0.404,保持当前本地化关键词落地
/ru/cases/ice-snow-emergency-uav-inspection,ru,strong,100,Аварийная инспекция БПЛА при снеголедовых бедствиях,Аварийная инспекция БПЛА при снеголедовых бедствиях | N-TET,Аварийная инспекция БПЛА при снеголедовых бедствиях | N-TET,Аварийная инспекция БПЛА при снеголедовых бедствиях,Аварийная инспекция БПЛА при снеголедовых бедствиях Project Overview | Связанное оборудование | Запросить решение и КП | Обзор | Связанное оборудование | Запросить решение и КП,true,true,true,true,true,0.527,保持当前本地化关键词落地
/ru/cases/lidar-tree-obstruction-uav-inspection,ru,strong,100,Инспекция древесных помех с LiDAR-БПЛА,Инспекция древесных помех с LiDAR-БПЛА | N-TET,Инспекция древесных помех с LiDAR-БПЛА | N-TET,Инспекция древесных помех с LiDAR-БПЛА,Инспекция древесных помех с LiDAR-БПЛА Project Overview | Связанное оборудование | Запросить решение и КП | Обзор | Связанное оборудование | Запросить решение и КП,true,true,true,true,true,0.576,保持当前本地化关键词落地
/ru/cases/nigeria-factory-low-altitude-monitoring,ru,strong,85,Защита промышленного комплекса в Нигерии от БПЛА,Защита промышленного комплекса в Нигерии от БПЛА | N-TET,Защита промышленного комплекса в Нигерии от БПЛА | N-TET,Защита промышленного комплекса в Нигерии от БПЛА,Защита промышленного комплекса в Нигерии от БПЛА Project Overview | Связанное оборудование | Запросить решение и КП | Обзор | Связанное оборудование | Запросить решение и КП,true,false,true,true,true,0.411,保持当前本地化关键词落地
/ru/cases/pakistan-power-plant-low-altitude-monitoring,ru,strong,85,Проект защиты электростанции в Пакистане от БПЛА,Проект защиты электростанции в Пакистане от БПЛА | N-TET,Проект защиты электростанции в Пакистане от БПЛА | N-TET,Проект защиты электростанции в Пакистане от БПЛА,Проект защиты электростанции в Пакистане от БПЛА Project Overview | Связанное оборудование | Запросить решение и КП | Обзор | Связанное оборудование | Запросить решение и КП,true,false,true,true,true,0.401,保持当前本地化关键词落地
/ru/cases/southern-grid-wildfire-uav-inspection,ru,strong,100,Пожарно-профилактическая инспекция Southern Grid с БПЛА,Пожарно-профилактическая инспекция Southern Grid с БПЛА | N-TET,Пожарно-профилактическая инспекция Southern Grid с БПЛА | N-TET,Пожарно-профилактическая инспекция Southern Grid с БПЛА,Пожарно-профилактическая инспекция Southern Grid с БПЛА Project Overview | Связанное оборудование | Запросить решение и КП | Обзор | Связанное оборудование | Запросить решение и КП,true,true,true,true,true,0.548,保持当前本地化关键词落地
/ru/cases/wildfire-emergency-transmission-line-uav-patrol,ru,strong,100,Аварийный пожарный патруль ЛЭП с БПЛА,Аварийный пожарный патруль ЛЭП с БПЛА | N-TET,Аварийный пожарный патруль ЛЭП с БПЛА | N-TET,Аварийный пожарный патруль ЛЭП с БПЛА,Аварийный пожарный патруль ЛЭП с БПЛА Project Overview | Связанное оборудование | Запросить решение и КП | Обзор | Связанное оборудование | Запросить решение и КП,true,true,true,true,true,0.525,保持当前本地化关键词落地
/ru/cases/zhaoqing-long-distance-power-line-uav-inspection,ru,strong,100,Дальняя инспекция ЛЭП с БПЛА в Чжаоцине,Дальняя инспекция ЛЭП с БПЛА в Чжаоцине | N-TET,Дальняя инспекция ЛЭП с БПЛА в Чжаоцине | N-TET,Дальняя инспекция ЛЭП с БПЛА в Чжаоцине,Дальняя инспекция ЛЭП с БПЛА в Чжаоцине Project Overview | Связанное оборудование | Запросить решение и КП | Обзор | Связанное оборудование | Запросить решение и КП,true,true,true,true,true,0.531,保持当前本地化关键词落地
/ru/contact,ru,strong,100,запрос цены на промышленный БПЛА,запрос цены на промышленный БПЛА | поставщик БПЛА | решение для инспекции дронами | оборудование мониторинга низкой высоты,Запрос цены на промышленный БПЛА | N-TET,Запрос цены на промышленный БПЛА,Запрос цены на промышленный БПЛА и консультация | Запросить решение и КП | Запросить решение и КП,true,true,true,true,true,0.369,保持当前本地化关键词落地
/ru/media,ru,strong,100,новости промышленных БПЛА,новости промышленных БПЛА | низковысотная экономика | привязной БПЛА | мониторинг инфраструктуры,Новости промышленных БПЛА | N-TET,Новости промышленных БПЛА,Новости промышленных БПЛА и низковысотной экономики | Последнее | Запросить решение и КП | Запросить решение и КП,true,true,true,true,true,0.864,保持当前本地化关键词落地
/ru/media/border-surveillance-uav-network-2026,ru,partial,70,Сети БПЛА и EO/IR улучшают обзорность удаленного патрулирования,Сети БПЛА и EO/IR улучшают обзорность удаленного патрулирования | N-TET,Сети БПЛА и EO/IR улучшают обзорность удаленного патрулирования | N-TET,Сети БПЛА и EO/IR улучшают обзорность удаленного патрулирования,Запросить решение и КП | Запросить решение и КП,true,false,true,false,true,0.354,把主/辅助关键词自然写入 H2
/ru/media/industrial-uav-redundancy-2026,ru,partial,70,Двойное резервирование управления полетом: как промышленные БПЛА достигают надежности миссионного уровня,Двойное резервирование управления полетом: как промышленные БПЛА достигают надежности миссионного уровня | N-TET,Двойное резервирование управления полетом: как промышленные БПЛА достигают надежности миссионного уровня | N-TET,Двойное резервирование управления полетом: как промышленные БПЛА достигают надежности миссионного уровня,Запросить решение и КП | Запросить решение и КП,true,false,true,false,true,0.342,把主/辅助关键词自然写入 H2
/ru/media/low-altitude-economy-2026-outlook,ru,partial,70,Экономика малых высот Китая: прогноз на 2026 год с оборотом в 2 трлн юаней,Экономика малых высот Китая: прогноз на 2026 год с оборотом в 2 трлн юаней | N-TET,Экономика малых высот Китая: прогноз на 2026 год с оборотом в 2 трлн юаней | N-TET,Экономика малых высот Китая: прогноз на 2026 год с оборотом в 2 трлн юаней,Запросить решение и КП | Запросить решение и КП,true,false,true,false,true,0.343,把主/辅助关键词自然写入 H2
/ru/media/tethered-uav-persistent-surveillance-2026,ru,partial,70,Привязные БПЛА: непрерывное воздушное наблюдение для мероприятий и удаленных объектов,Привязные БПЛА: непрерывное воздушное наблюдение для мероприятий и удаленных объектов | N-TET,Привязные БПЛА: непрерывное воздушное наблюдение для мероприятий и удаленных объектов | N-TET,Привязные БПЛА: непрерывное воздушное наблюдение для мероприятий и удаленных объектов,Запросить решение и КП | Запросить решение и КП,true,false,true,false,true,0.340,把主/辅助关键词自然写入 H2
/ru/products,ru,partial,65,промышленные БПЛА,промышленные БПЛА | инспекционный БПЛА | аварийный БПЛА | оборудование мониторинга низкой высоты,Промышленные БПЛА и оборудование мониторинга | N-TET,Центр технологий и оборудования,БПЛА и беспилотные системы | Запросить решение и КП,true,true,false,false,true,0.307,优先把主关键词写入 H1
/ru/products/bailey-bridge,ru,strong,100,Стальной модульный мост Бейли,Стальной модульный мост Бейли | engineering materials | Bailey steel bridge | infrastructure support equipment | N-TET,Стальной модульный мост Бейли | N-TET,Стальной модульный мост Бейли,Стальной модульный мост Бейли Technical Specifications | Запросить решение и КП | Обзор | Технические характеристики | Запросить решение и КП,true,true,true,true,true,0.345,保持当前本地化关键词落地
/ru/products/composite-electro-optical-tracking-system,ru,strong,100,Оптико-электронная система обнаружения и слежения ОЭС,Оптико-электронная система обнаружения и слежения ОЭС | low altitude monitoring equipment | drone detection equipment | airspace monitoring system | N-TET,Оптико-электронная система обнаружения и слежения (ОЭС) | N-TET,Оптико-электронная система обнаружения и слежения ОЭС,Оптико-электронная система обнаружения и слежения ОЭС Technical Specifications | Запросить решение и КП | Обзор | Технические характеристики | Запросить решение и КП,true,true,true,true,true,0.190,保持当前本地化关键词落地
/ru/products/containerized-medical-rescue-system,ru,strong,100,Контейнерная система медицинской помощи,Контейнерная система медицинской помощи | field hospital system | containerized medical rescue system | emergency medical shelter | N-TET,Контейнерная система медицинской помощи | N-TET,Контейнерная система медицинской помощи,Контейнерная система медицинской помощи Technical Specifications | Запросить решение и КП | Обзор | Технические характеристики | Запросить решение и КП,true,true,true,true,true,0.363,保持当前本地化关键词落地
/ru/products/emergency-search-rescue-drone,ru,strong,100,thermal drones for search and rescue,thermal drones for search and rescue | search and rescue drone | search and rescue UAV | drone rescue | БПЛА для аварийного поиска и спасения | industrial UAV systems | UAV inspection drone | emergency response UAV,БПЛА для аварийного поиска и спасения | N-TET,БПЛА для аварийного поиска и спасения,БПЛА для аварийного поиска и спасения Technical Specifications | Запросить решение и КП | Обзор | Технические характеристики | Запросить решение и КП,true,true,true,true,true,0.744,保持当前本地化关键词落地
/ru/products/fbg-g15-fc06-explosion-containment-vessel,ru,strong,100,Взрывозащитный контейнер FBG-G1.5-FC06,Взрывозащитный контейнер FBG-G1.5-FC06 | security screening equipment | X-ray baggage scanner | walk-through metal detector | N-TET,Взрывозащитный контейнер FBG-G1.5-FC06 | N-TET,Взрывозащитный контейнер FBG-G1.5-FC06,Взрывозащитный контейнер FBG-G1.5-FC06 Technical Specifications | Запросить решение и КП | Обзор | Технические характеристики | Запросить решение и КП,true,true,true,true,true,0.332,保持当前本地化关键词落地
/ru/products/fbt-fc09-explosion-protection-blanket,ru,strong,100,Взрывозащитное одеяло FBT-FC09,Взрывозащитное одеяло FBT-FC09 | security screening equipment | X-ray baggage scanner | walk-through metal detector | N-TET,Взрывозащитное одеяло FBT-FC09 | N-TET,Взрывозащитное одеяло FBT-FC09,Взрывозащитное одеяло FBT-FC09 Technical Specifications | Запросить решение и КП | Обзор | Технические характеристики | Запросить решение и КП,true,true,true,true,true,0.343,保持当前本地化关键词落地
/ru/products/fc-3000-ferromagnetic-detection-column,ru,strong,100,Интеллектуальная система ферромагнитного детектирования FC-3000,Интеллектуальная система ферромагнитного детектирования FC-3000 | security screening equipment | X-ray baggage scanner | walk-through metal detector | N-TET,Интеллектуальная система ферромагнитного детектирования FC-3000 | N-TET,Интеллектуальная система ферромагнитного детектирования FC-3000,Интеллектуальная система ферромагнитного детектирования FC-3000 Technical Specifications | Запросить решение и КП | Обзор | Технические характеристики | Запросить решение и КП,true,true,true,true,true,0.339,保持当前本地化关键词落地
/ru/products/fc-c-deluxe-walk-through-metal-detector,ru,strong,100,Арочный металлодетектор FC-C Делюкс,Арочный металлодетектор FC-C Делюкс | security screening equipment | X-ray baggage scanner | walk-through metal detector | N-TET,Арочный металлодетектор FC-C (Делюкс) | N-TET,Арочный металлодетектор FC-C Делюкс,Арочный металлодетектор FC-C Делюкс Technical Specifications | Запросить решение и КП | Обзор | Технические характеристики | Запросить решение и КП,true,true,true,true,true,0.196,保持当前本地化关键词落地
/ru/products/fc-c-lcd-walk-through-metal-detector,ru,strong,100,Арочный металлодетектор FC-C ЖК-экран,Арочный металлодетектор FC-C ЖК-экран | 12 зон | security screening equipment | X-ray baggage scanner | walk-through metal detector | N-TET,"Арочный металлодетектор FC-C (ЖК-экран, 12 зон) | N-TET","Арочный металлодетектор FC-C ЖК-экран, 12 зон","Арочный металлодетектор FC-C ЖК-экран, 12 зон Technical Specifications | Запросить решение и КП | Обзор | Технические характеристики | Запросить решение и КП",true,true,true,true,true,0.521,保持当前本地化关键词落地
/ru/products/fc-dlxj-01-power-grid-inspection-drone,ru,strong,85,drone power line inspection,drone power line inspection | power line inspection drone | UAV power line inspection | utility inspection drone | БПЛА для инспекции электросетей FC-DLXJ-01 VTOL | industrial UAV systems | UAV inspection drone | emergency response UAV,БПЛА для инспекции электросетей FC-DLXJ-01 (VTOL) | N-TET,БПЛА для инспекции электросетей FC-DLXJ-01 VTOL,БПЛА для инспекции электросетей FC-DLXJ-01 VTOL Technical Specifications | Запросить решение и КП | Обзор | Технические характеристики | Запросить решение и КП,false,true,true,true,true,0.211,保持当前本地化关键词落地
/ru/products/fc-dma-long-range-optical-turntable,ru,strong,100,Мультиспектральная оптико-электронная поворотная платформа FC-DMA,Мультиспектральная оптико-электронная поворотная платформа FC-DMA | perimeter intelligence | electro optical surveillance | radar vision fusion system | N-TET,Мультиспектральная оптико-электронная поворотная платформа FC-DMA | N-TET,Мультиспектральная оптико-электронная поворотная платформа FC-DMA,Мультиспектральная оптико-электронная поворотная платформа FC-DMA Technical Specifications | Запросить решение и КП | Обзор | Технические характеристики | Запросить решение и КП,true,true,true,true,true,0.227,保持当前本地化关键词落地
/ru/products/fc-dms10-smart-electronic-sentinel,ru,strong,100,Интеллектуальный электронный часовой серии FC-DMS10,Интеллектуальный электронный часовой серии FC-DMS10 | perimeter intelligence | electro optical surveillance | radar vision fusion system | N-TET,Интеллектуальный электронный часовой серии FC-DMS10 | N-TET,Интеллектуальный электронный часовой серии FC-DMS10,Интеллектуальный электронный часовой серии FC-DMS10 Technical Specifications | Запросить решение и КП | Обзор | Технические характеристики | Запросить решение и КП,true,true,true,true,true,0.398,保持当前本地化关键词落地
/ru/products/fc-dtvc-dual-band-thermal-ptz,ru,strong,100,Двухспектральная тепловизионная скоростная купольная камера FC-DTVC,Двухспектральная тепловизионная скоростная купольная камера FC-DTVC | perimeter intelligence | electro optical surveillance | radar vision fusion system | N-TET,Двухспектральная тепловизионная скоростная купольная камера FC-DTVC | N-TET,Двухспектральная тепловизионная скоростная купольная камера FC-DTVC,Двухспектральная тепловизионная скоростная купольная камера FC-DTVC Technical Specifications | Запросить решение и КП | Обзор | Технические характеристики | Запросить решение и КП,true,true,true,true,true,0.258,保持当前本地化关键词落地
/ru/products/fc-h-smart-phone-detection-gate,ru,strong,100,Интеллектуальная рамка обнаружения смартфонов FC-H,Интеллектуальная рамка обнаружения смартфонов FC-H | security screening equipment | X-ray baggage scanner | walk-through metal detector | N-TET,Интеллектуальная рамка обнаружения смартфонов FC-H | N-TET,Интеллектуальная рамка обнаружения смартфонов FC-H,Интеллектуальная рамка обнаружения смартфонов FC-H Technical Specifications | Запросить решение и КП | Обзор | Технические характеристики | Запросить решение и КП,true,true,true,true,true,0.341,保持当前本地化关键词落地
/ru/products/fc-h-smart-phone-detection-gate-29in,ru,strong,100,Интеллектуальная рамка для обнаружения мобильных телефонов FC-H 29 дюймов,Интеллектуальная рамка для обнаружения мобильных телефонов FC-H 29 дюймов | security screening equipment | X-ray baggage scanner | walk-through metal detector | N-TET,Интеллектуальная рамка для обнаружения мобильных телефонов FC-H (29 дюймов) | N-TET,Интеллектуальная рамка для обнаружения мобильных телефонов FC-H 29 дюймов,Интеллектуальная рамка для обнаружения мобильных телефонов FC-H 29 дюймов Technical Specifications | Запросить решение и КП | Обзор | Технические характеристики | Запросить решение и КП,true,true,true,true,true,0.192,保持当前本地化关键词落地
/ru/products/fc-pd500-personal-radiation-dose-alarm,ru,strong,100,Индивидуальный сигнализатор дозы X-γ излучения FC-PD500,Индивидуальный сигнализатор дозы X-γ излучения FC-PD500 | security screening equipment | X-ray baggage scanner | walk-through metal detector | N-TET,Индивидуальный сигнализатор дозы X-γ излучения FC-PD500 | N-TET,Индивидуальный сигнализатор дозы X-γ излучения FC-PD500,Индивидуальный сигнализатор дозы X-γ излучения FC-PD500 Technical Specifications | Запросить решение и КП | Обзор | Технические характеристики | Запросить решение и КП,true,true,true,true,true,0.307,保持当前本地化关键词落地
/ru/products/fc-rc-series-hd-laser-camera,ru,strong,100,Лазерная HD-камера дальнего действия серии FC-RC,Лазерная HD-камера дальнего действия серии FC-RC | perimeter intelligence | electro optical surveillance | radar vision fusion system | N-TET,Лазерная HD-камера дальнего действия серии FC-RC | N-TET,Лазерная HD-камера дальнего действия серии FC-RC,Лазерная HD-камера дальнего действия серии FC-RC Technical Specifications | Запросить решение и КП | Обзор | Технические характеристики | Запросить решение и КП,true,true,true,true,true,0.257,保持当前本地化关键词落地
