route,locale,page_type,keyword_status,keyword_score,primary_keyword,audit_scope,words,content_paragraphs,h1_count,h2_count,h3_count,image_count,missing_alt_count,internal_links,descriptive_internal_links,schema_types,search_intent_score,content_quality_score,experience_score,expertise_score,authority_score,trust_score,eeat_score,ai_citation_score,priority,issues,recommendations,title,h1,h2,file
/es/cases/brazil-refinery-low-altitude-monitoring,es,case_detail,strong,100,Espacio aéreo monitoreo Case of a Refinery in Brazil,full_inventory,716,6,1,7,12,29,0,111,109,Organization | ContactPoint | WebSite | Article | BreadcrumbList | ListItem,90,93,20,11,15,25,71,70,P2 建议增强,缺少页面类型应有证据：hasRelatedProducts; 文章/案例缺少明显日期信号,按页面类型补齐证据模块，而不是继续堆关键词; 补充发布日期或最后更新时间，提升可信度与 freshness,Espacio aéreo monitoreo Case of a Refinery in Brazil | N-TET,Espacio aéreo monitoreo Case of a Refinery in Brazil,Espacio aéreo monitoreo Case of a Refinery in Brazil Project Overview | Equipos relacionados | ¡Consigue una defensa experta con drones! | Resumen | Equipos relacionados | ¡Consigue una defensa experta con drones! | Paginas relacionadas,.next-five-pages-v2/server/app/es/cases/brazil-refinery-low-altitude-monitoring.html
/es/cases/ice-snow-emergency-uav-inspection,es,case_detail,strong,100,Ice and Snow Disaster emergencia UAV inspección,full_inventory,668,6,1,7,8,25,0,107,105,Organization | ContactPoint | WebSite | Article | BreadcrumbList | ListItem,90,93,20,11,15,25,71,70,P2 建议增强,缺少页面类型应有证据：hasRelatedProducts; 文章/案例缺少明显日期信号,按页面类型补齐证据模块，而不是继续堆关键词; 补充发布日期或最后更新时间，提升可信度与 freshness,Ice and Snow Disaster emergencia UAV inspección | N-TET,Ice and Snow Disaster emergencia UAV inspección,Ice and Snow Disaster emergencia UAV inspección Project Overview | Equipos relacionados | ¡Consigue una defensa experta con drones! | Resumen | Equipos relacionados | ¡Consigue una defensa experta con drones! | Paginas relacionadas,.next-five-pages-v2/server/app/es/cases/ice-snow-emergency-uav-inspection.html
/es/cases/lidar-tree-obstruction-uav-inspection,es,case_detail,strong,100,LiDAR Tree-Obstruction UAV inspección,full_inventory,641,6,1,7,8,29,0,107,105,Organization | ContactPoint | WebSite | Article | BreadcrumbList | ListItem,90,93,20,11,15,25,71,70,P2 建议增强,缺少页面类型应有证据：hasRelatedProducts; 文章/案例缺少明显日期信号,按页面类型补齐证据模块，而不是继续堆关键词; 补充发布日期或最后更新时间，提升可信度与 freshness,LiDAR Tree-Obstruction UAV inspección | N-TET,LiDAR Tree-Obstruction UAV inspección,LiDAR Tree-Obstruction UAV inspección Project Overview | Equipos relacionados | ¡Consigue una defensa experta con drones! | Resumen | Equipos relacionados | ¡Consigue una defensa experta con drones! | Paginas relacionadas,.next-five-pages-v2/server/app/es/cases/lidar-tree-obstruction-uav-inspection.html
/es/cases/nigeria-factory-low-altitude-monitoring,es,case_detail,strong,100,Espacio aéreo monitoreo Case of a Group Factory in Nigeria,full_inventory,705,6,1,7,12,29,0,111,109,Organization | ContactPoint | WebSite | Article | BreadcrumbList | ListItem,90,93,20,11,15,25,71,70,P2 建议增强,缺少页面类型应有证据：hasRelatedProducts; 文章/案例缺少明显日期信号,按页面类型补齐证据模块，而不是继续堆关键词; 补充发布日期或最后更新时间，提升可信度与 freshness,Espacio aéreo monitoreo Case of a Group Factory in Nigeria | N-TET,Espacio aéreo monitoreo Case of a Group Factory in Nigeria,Espacio aéreo monitoreo Case of a Group Factory in Nigeria Project Overview | Equipos relacionados | ¡Consigue una defensa experta con drones! | Resumen | Equipos relacionados | ¡Consigue una defensa experta con drones! | Paginas relacionadas,.next-five-pages-v2/server/app/es/cases/nigeria-factory-low-altitude-monitoring.html
/es/cases/pakistan-power-plant-low-altitude-monitoring,es,case_detail,strong,100,Espacio aéreo monitoreo Case of a eléctrica Plant in Pakistan,full_inventory,713,6,1,7,12,29,0,111,109,Organization | ContactPoint | WebSite | Article | BreadcrumbList | ListItem,90,93,20,11,15,25,71,70,P2 建议增强,缺少页面类型应有证据：hasRelatedProducts; 文章/案例缺少明显日期信号,按页面类型补齐证据模块，而不是继续堆关键词; 补充发布日期或最后更新时间，提升可信度与 freshness,Espacio aéreo monitoreo Case of a eléctrica Plant in Pakistan | N-TET,Espacio aéreo monitoreo Case of a eléctrica Plant in Pakistan,Espacio aéreo monitoreo Case of a eléctrica Plant in Pakistan Project Overview | Equipos relacionados | ¡Consigue una defensa experta con drones! | Resumen | Equipos relacionados | ¡Consigue una defensa experta con drones! | Paginas relacionadas,.next-five-pages-v2/server/app/es/cases/pakistan-power-plant-low-altitude-monitoring.html
/es/cases/southern-grid-wildfire-uav-inspection,es,case_detail,strong,100,Southern red eléctrica Wildfire Prevention UAV inspección,full_inventory,666,6,1,7,8,25,0,107,105,Organization | ContactPoint | WebSite | Article | BreadcrumbList | ListItem,90,93,20,11,15,25,71,70,P2 建议增强,缺少页面类型应有证据：hasRelatedProducts; 文章/案例缺少明显日期信号,按页面类型补齐证据模块，而不是继续堆关键词; 补充发布日期或最后更新时间，提升可信度与 freshness,Southern red eléctrica Wildfire Prevention UAV inspección | N-TET,Southern red eléctrica Wildfire Prevention UAV inspección,Southern red eléctrica Wildfire Prevention UAV inspección Project Overview | Equipos relacionados | ¡Consigue una defensa experta con drones! | Resumen | Equipos relacionados | ¡Consigue una defensa experta con drones! | Paginas relacionadas,.next-five-pages-v2/server/app/es/cases/southern-grid-wildfire-uav-inspection.html
/es/cases/water-conservancy-security,es,case_detail,strong,100,Gestión hídrica Facility baja altitud seguridad,full_inventory,667,6,1,7,8,25,0,107,105,Organization | ContactPoint | WebSite | Article | BreadcrumbList | ListItem,90,93,20,11,15,25,71,70,P2 建议增强,缺少页面类型应有证据：hasRelatedProducts; 文章/案例缺少明显日期信号,按页面类型补齐证据模块，而不是继续堆关键词; 补充发布日期或最后更新时间，提升可信度与 freshness,Gestión hídrica Facility baja altitud seguridad | N-TET,Gestión hídrica Facility baja altitud seguridad,Gestión hídrica Facility baja altitud seguridad Project Overview | Equipos relacionados | ¡Consigue una defensa experta con drones! | Resumen | Equipos relacionados | ¡Consigue una defensa experta con drones! | Paginas relacionadas,.next-five-pages-v2/server/app/es/cases/water-conservancy-security.html
/es/cases/wildfire-emergency-transmission-line-uav-patrol,es,case_detail,strong,100,Wildfire emergencia Transmission-línea UAV patrullaje,full_inventory,652,6,1,7,8,25,0,107,105,Organization | ContactPoint | WebSite | Article | BreadcrumbList | ListItem,90,93,20,11,15,25,71,70,P2 建议增强,缺少页面类型应有证据：hasRelatedProducts; 文章/案例缺少明显日期信号,按页面类型补齐证据模块，而不是继续堆关键词; 补充发布日期或最后更新时间，提升可信度与 freshness,Wildfire emergencia Transmission-línea UAV patrullaje | N-TET,Wildfire emergencia Transmission-línea UAV patrullaje,Wildfire emergencia Transmission-línea UAV patrullaje Project Overview | Equipos relacionados | ¡Consigue una defensa experta con drones! | Resumen | Equipos relacionados | ¡Consigue una defensa experta con drones! | Paginas relacionadas,.next-five-pages-v2/server/app/es/cases/wildfire-emergency-transmission-line-uav-patrol.html
/es/cases/zhaoqing-long-distance-power-line-uav-inspection,es,case_detail,strong,100,Zhaoqing Long-Distance eléctrica-línea UAV inspección,full_inventory,652,6,1,7,8,33,0,107,105,Organization | ContactPoint | WebSite | Article | BreadcrumbList | ListItem,90,93,20,11,15,25,71,70,P2 建议增强,缺少页面类型应有证据：hasRelatedProducts; 文章/案例缺少明显日期信号,按页面类型补齐证据模块，而不是继续堆关键词; 补充发布日期或最后更新时间，提升可信度与 freshness,Zhaoqing Long-Distance eléctrica-línea UAV inspección | N-TET,Zhaoqing Long-Distance eléctrica-línea UAV inspección,Zhaoqing Long-Distance eléctrica-línea UAV inspección Project Overview | Equipos relacionados | ¡Consigue una defensa experta con drones! | Resumen | Equipos relacionados | ¡Consigue una defensa experta con drones! | Paginas relacionadas,.next-five-pages-v2/server/app/es/cases/zhaoqing-long-distance-power-line-uav-inspection.html
/es/contact,es,contact,strong,85,cotización UAV industrial,high_value_es,675,6,1,3,6,19,0,96,94,Organization | ContactPoint | WebSite,100,100,20,6,15,21,62,52,P1 需要补内容,,,Contacto N-TET | Sistemas UAV industriales y monitoreo,Cotización UAV industrial,Cotización UAV industrial y consulta de proyecto | ¡Consigue una defensa experta con drones! | ¡Consigue una defensa experta con drones!,.next-five-pages-v2/server/app/es/contact.html
/es/media,es,media_list,partial,70,notas de ingeniería C-UAS,partial_keyword_page + high_value_es,1172,15,1,3,18,34,0,109,107,Organization | ContactPoint | WebSite,100,100,20,20,15,21,76,52,P1 需要补内容,,,Notas de ingeniería C-UAS y guías para compradores | N-TET,Dentro de N-TET: notas de ingeniería C-UAS y guías del sector,Último | ¡Consigue una defensa experta con drones! | ¡Consigue una defensa experta con drones!,.next-five-pages-v2/server/app/es/media.html
/es/media/border-surveillance-uav-network-2026,es,media_article,strong,85,UAV and EO/IR Networks Improve remoto patrullaje Visibility,full_inventory,673,8,1,2,6,21,0,99,97,Organization | ContactPoint | WebSite | Article | BreadcrumbList | ListItem,78,74,20,11,20,25,76,71,P2 建议增强,内容深度不足：正文约 673 词，建议 1200+; H2 结构偏薄; 缺少页面类型应有证据：hasStats; 媒体文章缺少作者/编辑责任信号,补充搜索意图段落：适用场景、采购/部署关注点、限制条件和下一步行动; 增加围绕搜索意图的 H2：应用场景、工作流程、技术参数、案例证据、FAQ; 按页面类型补齐证据模块，而不是继续堆关键词; 增加作者、编辑或 N-TET 技术团队署名及审核说明,UAV and EO/IR Networks Improve remoto patrullaje Visibility | N-TET,UAV and EO/IR Networks Improve remoto patrullaje Visibility,¡Consigue una defensa experta con drones! | ¡Consigue una defensa experta con drones!,.next-five-pages-v2/server/app/es/media/border-surveillance-uav-network-2026.html
/es/media/critical-infrastructure-monitoring-record-chain-2026,es,media_article,partial,70,Vigilancia aérea de infraestructuras críticas: registros de detección,partial_keyword_page,1123,18,1,8,4,21,0,99,97,Organization | ContactPoint | WebSite | Article | BreadcrumbList | ListItem,91,83,20,25,20,25,90,78,P3 保持监测,内容深度不足：正文约 1123 词，建议 1200+; 缺少页面类型应有证据：hasStats,补充搜索意图段落：适用场景、采购/部署关注点、限制条件和下一步行动; 按页面类型补齐证据模块，而不是继续堆关键词,"Vigilancia aérea de infraestructuras críticas: registros de detección, confirmación y respuesta | N-TET","Vigilancia aérea de infraestructuras críticas: registros de detección, confirmación y respuesta",Detection is not the final answer | Response needs approval and traceability | A stronger audit trail | ¡Consigue una defensa experta con drones! | Detection is not the final answer | Response needs approval and traceability | A stronger audit trail | ¡Consigue una defensa experta con drones!,.next-five-pages-v2/server/app/es/media/critical-infrastructure-monitoring-record-chain-2026.html
/es/media/cuas-alert-quality-operator-context-2024,es,media_article,partial,70,Por qué la calidad de las alertas C-UAS depende del contexto del operador,partial_keyword_page,1327,14,1,12,4,21,0,101,99,Organization | ContactPoint | WebSite | Article | BreadcrumbList | ListItem,93,95,20,25,20,25,90,78,P3 保持监测,缺少页面类型应有证据：hasStats; 媒体文章缺少作者/编辑责任信号,按页面类型补齐证据模块，而不是继续堆关键词; 增加作者、编辑或 N-TET 技术团队署名及审核说明,Por qué la calidad de las alertas C-UAS depende del contexto del operador | N-TET,Por qué la calidad de las alertas C-UAS depende del contexto del operador,What creates nuisance alerts? | Which context should the platform show? | How should event labels be designed? | How does workload affect quality? | What improves alert quality over time? | ¡Consigue una defensa experta con drones! | What creates nuisance alerts? | Which context should the platform show?,.next-five-pages-v2/server/app/es/media/cuas-alert-quality-operator-context-2024.html
/es/media/cuas-concept-of-operations-before-procurement-2024,es,media_article,partial,70,Qué debe definir un concepto de operaciones C-UAS antes de la compra,partial_keyword_page,1173,14,1,12,4,21,0,101,99,Organization | ContactPoint | WebSite | Article | BreadcrumbList | ListItem,92,84,20,19,20,25,84,78,P3 保持监测,内容深度不足：正文约 1173 词，建议 1200+; 缺少页面类型应有证据：hasStats,补充搜索意图段落：适用场景、采购/部署关注点、限制条件和下一步行动; 按页面类型补齐证据模块，而不是继续堆关键词,Qué debe definir un concepto de operaciones C-UAS antes de la compra | N-TET,Qué debe definir un concepto de operaciones C-UAS antes de la compra,¿Quiénes son los usuarios? | ¿Qué crea y confirma una alerta? | ¿Cómo se gestiona la actividad autorizada? | ¿Qué registros y revisiones se necesitan? | ¿Cómo se valida el concepto? | ¡Consigue una defensa experta con drones! | ¿Quiénes son los usuarios? | ¿Qué crea y confirma una alerta?,.next-five-pages-v2/server/app/es/media/cuas-concept-of-operations-before-procurement-2024.html
/es/media/cuas-detection-technology-comparison-2024,es,media_article,partial,70,Cómo comparar tecnologías C-UAS sin reducirlas a una sola distancia,partial_keyword_page,1321,12,1,10,4,21,0,101,99,Organization | ContactPoint | WebSite | Article | BreadcrumbList | ListItem,93,95,20,25,20,25,90,78,P3 保持监测,缺少页面类型应有证据：hasStats; 媒体文章缺少作者/编辑责任信号,按页面类型补齐证据模块，而不是继续堆关键词; 增加作者、编辑或 N-TET 技术团队署名及审核说明,Cómo comparar tecnologías C-UAS sin reducirlas a una sola distancia | N-TET,Cómo comparar tecnologías C-UAS sin reducirlas a una sola distancia,What evidence does each technology provide? | Which assumptions belong beside a range figure? | How should buyers compare proposals? | What should a useful comparison deliver? | ¡Consigue una defensa experta con drones! | What evidence does each technology provide? | Which assumptions belong beside a range figure? | How should buyers compare proposals?,.next-five-pages-v2/server/app/es/media/cuas-detection-technology-comparison-2024.html
/es/media/cuas-event-logging-data-retention-2026,es,media_article,partial,70,Registro de eventos y retención de datos C-UAS: qué debe definir el operador,partial_keyword_page,1687,18,1,14,4,21,0,101,99,Organization | ContactPoint | WebSite | Article | BreadcrumbList | ListItem,93,95,20,25,20,25,90,78,P3 保持监测,缺少页面类型应有证据：hasStats,按页面类型补齐证据模块，而不是继续堆关键词,Registro de eventos y retención de datos C-UAS: qué debe definir el operador | N-TET,Registro de eventos y retención de datos C-UAS: qué debe definir el operador,What belongs in an event record? | Why preserve the original evidence? | How long should records be kept? | Who should have access? | Use records to improve the system | Retention-policy checklist | ¡Consigue una defensa experta con drones! | What belongs in an event record?,.next-five-pages-v2/server/app/es/media/cuas-event-logging-data-retention-2026.html
/es/media/cuas-site-survey-critical-infrastructure-2025,es,media_article,partial,70,Lista de inspección C-UAS para infraestructuras críticas,partial_keyword_page,1633,16,1,12,4,21,0,101,99,Organization | ContactPoint | WebSite | Article | BreadcrumbList | ListItem,93,95,20,25,20,25,90,78,P3 保持监测,缺少页面类型应有证据：hasStats; 媒体文章缺少作者/编辑责任信号,按页面类型补齐证据模块，而不是继续堆关键词; 增加作者、编辑或 N-TET 技术团队署名及审核说明,Lista de inspección C-UAS para infraestructuras críticas | N-TET,Lista de inspección C-UAS para infraestructuras críticas,1. Define the protected problem | 2. Record sensor horizons and blind zones | 3. Check installation and integration conditions | 4. Document the operating workflow | What should the survey deliver? | ¡Consigue una defensa experta con drones! | 1. Define the protected problem | 2. Record sensor horizons and blind zones,.next-five-pages-v2/server/app/es/media/cuas-site-survey-critical-infrastructure-2025.html
/es/media/dock-based-substation-uav-trial-checks-2026,es,media_article,partial,70,Dock-Based Substation Patrol: What to Confirm Before an Autonomous UAV Trial,partial_keyword_page,973,12,1,6,4,21,0,99,97,Organization | ContactPoint | WebSite | Article | BreadcrumbList | ListItem,88,80,20,25,20,25,90,78,P3 保持监测,内容深度不足：正文约 973 词，建议 1200+; 缺少页面类型应有证据：hasStats; 媒体文章缺少作者/编辑责任信号,补充搜索意图段落：适用场景、采购/部署关注点、限制条件和下一步行动; 按页面类型补齐证据模块，而不是继续堆关键词; 增加作者、编辑或 N-TET 技术团队署名及审核说明,Dock-Based Substation Patrol: What to Confirm Before an Autonomous UAV Trial | N-TET,Dock-Based Substation Patrol: What to Confirm Before an Autonomous UAV Trial,Dock location comes first | Trial records should be measurable | ¡Consigue una defensa experta con drones! | Dock location comes first | Trial records should be measurable | ¡Consigue una defensa experta con drones!,.next-five-pages-v2/server/app/es/media/dock-based-substation-uav-trial-checks-2026.html
/es/media/drone-detection-range-site-coverage-2025,es,media_article,partial,70,El alcance de detección no es la cobertura del sitio: guía para compradores,partial_keyword_page,1639,14,1,12,4,21,0,101,99,Organization | ContactPoint | WebSite | Article | BreadcrumbList | ListItem,93,95,20,25,20,25,90,78,P3 保持监测,缺少页面类型应有证据：hasStats; 媒体文章缺少作者/编辑责任信号,按页面类型补齐证据模块，而不是继续堆关键词; 增加作者、编辑或 N-TET 技术团队署名及审核说明,El alcance de detección no es la cobertura del sitio: guía para compradores | N-TET,El alcance de detección no es la cobertura del sitio: guía para compradores,What is behind a published range? | Why does a coverage circle mislead? | Use three coverage layers | What should a buyer request? | What is a responsible coverage statement? | ¡Consigue una defensa experta con drones! | What is behind a published range? | Why does a coverage circle mislead?,.next-five-pages-v2/server/app/es/media/drone-detection-range-site-coverage-2025.html
/es/media/eo-ir-payload-selection-field-note-2026,es,media_article,partial,70,Selección de cargas EO/IR para confirmación visual C-UAS,partial_keyword_page,1199,16,1,8,4,21,0,99,97,Organization | ContactPoint | WebSite | Article | BreadcrumbList | ListItem,92,85,20,25,20,25,90,78,P3 保持监测,内容深度不足：正文约 1199 词，建议 1200+; 缺少页面类型应有证据：hasStats; 媒体文章缺少作者/编辑责任信号,补充搜索意图段落：适用场景、采购/部署关注点、限制条件和下一步行动; 按页面类型补齐证据模块，而不是继续堆关键词; 增加作者、编辑或 N-TET 技术团队署名及审核说明,Selección de cargas EO/IR para confirmación visual C-UAS | N-TET,Selección de cargas EO/IR para confirmación visual C-UAS,Visible-light and thermal roles are different | Field conditions shape the payload choice | Procurement questions to ask | ¡Consigue una defensa experta con drones! | Visible-light and thermal roles are different | Field conditions shape the payload choice | Procurement questions to ask | ¡Consigue una defensa experta con drones!,.next-five-pages-v2/server/app/es/media/eo-ir-payload-selection-field-note-2026.html
/es/media/industrial-uav-redundancy-2026,es,media_article,strong,85,Dual-Redundant vuelo Control: How industrial UAV Achieve Mission-Grade Reliability,full_inventory,673,8,1,2,6,21,0,99,97,Organization | ContactPoint | WebSite | Article | BreadcrumbList | ListItem,78,74,20,11,20,25,76,71,P2 建议增强,内容深度不足：正文约 673 词，建议 1200+; H2 结构偏薄; 缺少页面类型应有证据：hasStats; 媒体文章缺少作者/编辑责任信号,补充搜索意图段落：适用场景、采购/部署关注点、限制条件和下一步行动; 增加围绕搜索意图的 H2：应用场景、工作流程、技术参数、案例证据、FAQ; 按页面类型补齐证据模块，而不是继续堆关键词; 增加作者、编辑或 N-TET 技术团队署名及审核说明,Dual-Redundant vuelo Control: How industrial UAV Achieve Mission-Grade Reliability | N-TET,Dual-Redundant vuelo Control: How industrial UAV Achieve Mission-Grade Reliability,¡Consigue una defensa experta con drones! | ¡Consigue una defensa experta con drones!,.next-five-pages-v2/server/app/es/media/industrial-uav-redundancy-2026.html
/es/media/low-altitude-economy-2026-outlook,es,media_article,strong,85,La vigilancia de baja altitud necesita un ciclo operativo de seguridad,full_inventory,683,8,1,2,6,21,0,99,97,Organization | ContactPoint | WebSite | Article | BreadcrumbList | ListItem,78,74,20,11,20,25,76,71,P2 建议增强,内容深度不足：正文约 683 词，建议 1200+; H2 结构偏薄; 缺少页面类型应有证据：hasStats; 媒体文章缺少作者/编辑责任信号,补充搜索意图段落：适用场景、采购/部署关注点、限制条件和下一步行动; 增加围绕搜索意图的 H2：应用场景、工作流程、技术参数、案例证据、FAQ; 按页面类型补齐证据模块，而不是继续堆关键词; 增加作者、编辑或 N-TET 技术团队署名及审核说明,La vigilancia de baja altitud necesita un ciclo operativo de seguridad | N-TET,La vigilancia de baja altitud necesita un ciclo operativo de seguridad,¡Consigue una defensa experta con drones! | ¡Consigue una defensa experta con drones!,.next-five-pages-v2/server/app/es/media/low-altitude-economy-2026-outlook.html
/es/media/low-altitude-economy-operations-owner-2026,es,media_article,partial,70,Planificación de vigilancia aérea: responsable de alertas y registros,partial_keyword_page,1177,18,1,8,4,21,0,99,97,Organization | ContactPoint | WebSite | Article | BreadcrumbList | ListItem,92,85,20,25,20,25,90,78,P3 保持监测,内容深度不足：正文约 1177 词，建议 1200+; 缺少页面类型应有证据：hasStats; 媒体文章缺少作者/编辑责任信号,补充搜索意图段落：适用场景、采购/部署关注点、限制条件和下一步行动; 按页面类型补齐证据模块，而不是继续堆关键词; 增加作者、编辑或 N-TET 技术团队署名及审核说明,Planificación de vigilancia aérea: responsable de alertas y registros | N-TET,Planificación de vigilancia aérea: responsable de alertas y registros,Data needs a route to action | The owner does not need to be a single person | Planning questions | ¡Consigue una defensa experta con drones! | Data needs a route to action | The owner does not need to be a single person | Planning questions | ¡Consigue una defensa experta con drones!,.next-five-pages-v2/server/app/es/media/low-altitude-economy-operations-owner-2026.html
/es/media/ntet-cuas-assumptions-open-questions-2024,es,media_article,strong,85,Dentro de N-TET: mantener visibles los supuestos y preguntas abiertas,full_inventory,1341,16,1,12,4,21,0,101,99,Organization | ContactPoint | WebSite | Article | BreadcrumbList | ListItem,93,95,20,25,20,25,90,78,P3 保持监测,缺少页面类型应有证据：hasStats; 媒体文章缺少作者/编辑责任信号,按页面类型补齐证据模块，而不是继续堆关键词; 增加作者、编辑或 N-TET 技术团队署名及审核说明,Dentro de N-TET: mantener visibles los supuestos y preguntas abiertas,Dentro de N-TET: mantener visibles los supuestos y preguntas abiertas,Which information categories should stay separate? | What belongs in an open-question register? | How are revisions controlled? | Why does this help buyers? | What does this method not claim? | ¡Consigue una defensa experta con drones! | Which information categories should stay separate? | What belongs in an open-question register?,.next-five-pages-v2/server/app/es/media/ntet-cuas-assumptions-open-questions-2024.html
/es/media/ntet-cuas-interface-review-2024,es,media_article,strong,100,Dentro de N-TET: revisión de alimentación,full_inventory,1305,16,1,12,4,21,0,101,99,Organization | ContactPoint | WebSite | Article | BreadcrumbList | ListItem,93,95,20,25,20,25,90,78,P3 保持监测,缺少页面类型应有证据：hasStats,按页面类型补齐证据模块，而不是继续堆关键词,"Dentro de N-TET: revisión de alimentación, red y montaje","Dentro de N-TET: revisión de alimentación, red y montaje",What should the power review cover? | Which network details matter? | Why is mounting more than height? | How does N-TET keep interfaces reviewable? | What remains site-specific? | ¡Consigue una defensa experta con drones! | What should the power review cover? | Which network details matter?,.next-five-pages-v2/server/app/es/media/ntet-cuas-interface-review-2024.html
/es/media/ntet-cuas-technical-documentation-2025,es,media_article,strong,100,Dentro de N-TET: documentación técnica que el comprador puede revisar,full_inventory,1561,18,1,14,4,21,0,105,103,Organization | ContactPoint | WebSite | Article | BreadcrumbList | ListItem,93,95,20,25,20,25,90,78,P3 保持监测,缺少页面类型应有证据：hasStats,按页面类型补齐证据模块，而不是继续堆关键词,Dentro de N-TET: documentación técnica que el comprador puede revisar,Dentro de N-TET: documentación técnica que el comprador puede revisar,What belongs in the scope summary? | Separate product specifications from site assumptions | Show what each sensor contributes | Make interfaces reviewable | Include an open-question register | N-TET's document hierarchy | ¡Consigue una defensa experta con drones! | What belongs in the scope summary?,.next-five-pages-v2/server/app/es/media/ntet-cuas-technical-documentation-2025.html
/es/media/ntet-equipment-bench-checks-2025,es,media_article,strong,85,Dentro de N-TET: qué deben confirmar las comprobaciones en banco,full_inventory,1579,16,1,12,4,21,0,101,99,Organization | ContactPoint | WebSite | Article | BreadcrumbList | ListItem,93,95,20,25,20,25,90,78,P3 保持监测,缺少页面类型应有证据：hasStats; 媒体文章缺少作者/编辑责任信号,按页面类型补齐证据模块，而不是继续堆关键词; 增加作者、编辑或 N-TET 技术团队署名及审核说明,Dentro de N-TET: qué deben confirmar las comprobaciones en banco,Dentro de N-TET: qué deben confirmar las comprobaciones en banco,Start with equipment identity | What should be checked before startup? | What should be observed after startup? | Keep site-dependent items separate | N-TET's minimum check record | ¡Consigue una defensa experta con drones! | Start with equipment identity | What should be checked before startup?,.next-five-pages-v2/server/app/es/media/ntet-equipment-bench-checks-2025.html
/es/media/ntet-multi-sensor-configuration-method-2025,es,media_article,strong,100,Dentro de N-TET: cómo asignamos funciones en una configuración C-UAS multisensor,full_inventory,1605,16,1,14,4,21,0,103,101,Organization | ContactPoint | WebSite | Article | BreadcrumbList | ListItem,93,95,20,25,20,25,90,78,P3 保持监测,缺少页面类型应有证据：hasStats; 媒体文章缺少作者/编辑责任信号,按页面类型补齐证据模块，而不是继续堆关键词; 增加作者、编辑或 N-TET 技术团队署名及审核说明,Dentro de N-TET: cómo asignamos funciones en una configuración C-UAS multisensor,Dentro de N-TET: cómo asignamos funciones en una configuración C-UAS multisensor,"Assign the first-alert role | Assign enrichment and confirmation roles | Define correlation before integration | Design for the operator, not the diagram | Plan commissioning and tuning | N-TET's configuration output | ¡Consigue una defensa experta con drones! | Assign the first-alert role",.next-five-pages-v2/server/app/es/media/ntet-multi-sensor-configuration-method-2025.html
/es/media/ntet-portable-fixed-vehicle-cuas-review-2025,es,media_article,strong,100,Dentro de N-TET: comparación de C-UAS portátil,full_inventory,1667,18,1,10,4,21,0,103,101,Organization | ContactPoint | WebSite | Article | BreadcrumbList | ListItem,93,95,20,25,20,25,90,78,P3 保持监测,缺少页面类型应有证据：hasStats; 媒体文章缺少作者/编辑责任信号,按页面类型补齐证据模块，而不是继续堆关键词; 增加作者、编辑或 N-TET 技术团队署名及审核说明,"Dentro de N-TET: comparación de C-UAS portátil, fijo y vehicular","Dentro de N-TET: comparación de C-UAS portátil, fijo y vehicular",When does a portable configuration make sense? | What changes in a fixed-site design? | What is different about a vehicle-mounted configuration? | N-TET's comparison checklist | ¡Consigue una defensa experta con drones! | When does a portable configuration make sense? | What changes in a fixed-site design? | What is different about a vehicle-mounted configuration?,.next-five-pages-v2/server/app/es/media/ntet-portable-fixed-vehicle-cuas-review-2025.html
/es/media/ntet-requirements-to-cuas-configuration-2024,es,media_article,strong,100,Dentro de N-TET: convertir los requisitos C-UAS en una configuración revisable,full_inventory,1249,14,1,10,4,21,0,101,99,Organization | ContactPoint | WebSite | Article | BreadcrumbList | ListItem,93,95,20,25,20,25,90,78,P3 保持监测,缺少页面类型应有证据：hasStats,按页面类型补齐证据模块，而不是继续堆关键词,Dentro de N-TET: convertir los requisitos C-UAS en una configuración revisable,Dentro de N-TET: convertir los requisitos C-UAS en una configuración revisable,¿Qué pregunta primero N-TET? | ¿Cómo se asignan las funciones de los sensores? | ¿Por qué se separan las opciones del alcance básico? | ¿Qué debe incluir el resultado? | ¡Consigue una defensa experta con drones! | ¿Qué pregunta primero N-TET? | ¿Cómo se asignan las funciones de los sensores? | ¿Por qué se separan las opciones del alcance básico?,.next-five-pages-v2/server/app/es/media/ntet-requirements-to-cuas-configuration-2024.html
/es/media/ntet-uav-engineering-cuas-perspective-2026,es,media_article,strong,85,Dentro de N-TET: cómo la ingeniería UAV orienta las revisiones C-UAS,full_inventory,1647,18,1,12,4,21,0,101,99,Organization | ContactPoint | WebSite | Article | BreadcrumbList | ListItem,93,95,20,25,20,25,90,78,P3 保持监测,缺少页面类型应有证据：hasStats; 媒体文章缺少作者/编辑责任信号,按页面类型补齐证据模块，而不是继续堆关键词; 增加作者、编辑或 N-TET 技术团队署名及审核说明,Dentro de N-TET: cómo la ingeniería UAV orienta las revisiones C-UAS,Dentro de N-TET: cómo la ingeniería UAV orienta las revisiones C-UAS,Airframes and mission profiles change the observation | Data links are not all the same | Navigation and identity need context | Payload and environment affect confirmation | What N-TET reviews | ¡Consigue una defensa experta con drones! | Airframes and mission profiles change the observation | Data links are not all the same,.next-five-pages-v2/server/app/es/media/ntet-uav-engineering-cuas-perspective-2026.html
